rank_GHS_250m,rank_GHS_1km,rank_GPW_30as,fips_state,fips_county,county,countylong,state,stateabb,pop,landarea,popdens,pwpd_GHS_250m,pwpd_GHS_1km,pwpd_GPW_30as,pwpd_GPW_2.5as,pwlogpd_GHS_250m,pwlogpd_GHS_1km,pwlogpd_GPW_30as,pwlogpd_GPW_2.5as,gamma_GHS_250m,gamma_GHS_1km
1560,1655,1862,51,171,Shenandoah,Shenandoah County,Virginia,VA,45490.09784,1315.900415,34.56955961,878.1170654,350.6876324,304.9837036,117.6956253,6.13558054,5.090530529,4.706665516,4.214214325,0.324955891,0.322588861
1561,1576,1657,40,131,Rogers,Rogers County,Oklahoma,OK,95128.15177,1749.883768,54.36255454,877.2188721,368.9140788,362.0932617,197.3275299,6.278019905,5.355532545,5.132161617,4.646111965,0.27125593,0.256436328
1562,1905,2006,50,5,Caledonia,Caledonia County,Vermont,VT,31432.10926,1680.952571,18.6989864,876.0286255,289.1820425,273.8809814,81.01599121,5.666876316,4.518726747,4.103450775,3.628556967,0.376200227,0.368728199
1563,2022,1129,2,195,Petersburg,Petersburg Borough,Alaska,AK,3001.91226,7512.659027,0.399580528,875.7184448,265.4605791,537.5388794,133.2161865,6.133386612,5.015575301,5.239583969,4.252941608,0.657642422,0.728211034
1564,1488,1411,27,39,Dodge,Dodge County,Minnesota,MN,21383.42593,1137.724834,18.79490127,875.0020752,393.2198476,433.0488586,102.9881592,6.062397957,5.059870034,4.872056961,3.961016655,0.392509076,0.432126731
1565,1400,1299,32,13,Humboldt,Humboldt County,Nevada,NV,16631.42271,24969.53332,0.666068624,874.5266724,414.8924769,470.7620239,184.4729004,5.918352127,5.059830689,4.998270512,4.135293484,0.556886503,0.635468677
1566,1724,1801,48,239,Jackson,Jackson County,Texas,TX,13781.09207,2148.246695,6.41504167,873.65979,333.7125577,323.7782593,130.9062042,5.828326702,4.886040655,4.445211411,3.710253477,0.470469374,0.515044936
1567,1993,2382,37,111,McDowell,McDowell County,North Carolina,NC,46094.13352,1139.477323,40.45199723,873.640686,272.7495589,201.6263123,109.5043488,6.200953484,5.144614559,4.602119923,4.288405895,0.313275324,0.271149457
1568,1707,1842,22,67,Morehouse,Morehouse Parish,Louisiana,LA,26567.41014,2058.860093,12.90394147,873.0442505,338.170304,312.6954651,171.2023773,6.126004696,5.20075574,4.804963589,4.320090771,0.406118788,0.428054562
1569,1399,1430,5,51,Garland,Garland County,Arkansas,AR,99155.93277,1755.025617,56.49828231,872.8441772,414.9354169,426.853363,275.6751709,6.286841869,5.523892088,5.420386791,5.084329128,0.267162986,0.266914181
1570,1144,1160,48,503,Young,Young County,Texas,TX,18710.98179,2368.53976,7.899796368,872.7388916,507.4877333,523.9984741,169.8308411,6.204764366,5.413496074,5.111484528,4.20924902,0.446287358,0.535729739
1571,1546,1765,48,259,Kendall,Kendall County,Texas,TX,38982.88498,1715.747627,22.72064047,872.4688721,378.8146452,334.7723694,138.1221924,6.038151741,5.155770878,4.779884338,4.302618504,0.356400557,0.377809181
1572,2403,2391,12,29,Dixie,Dixie County,Florida,FL,17931.44848,1826.222177,9.818875658,872.0772705,201.4152544,199.368454,60.26385117,5.686460018,4.683212158,4.339639187,3.731334925,0.437212705,0.402271664
1573,1586,1406,42,5,Armstrong,Armstrong County,Pennsylvania,PA,65912.15166,1691.756729,38.96077405,871.6382446,367.7789461,433.8936462,141.416687,6.009997368,4.974705528,4.743850231,4.222669601,0.303563142,0.302000383
1574,1279,1244,17,185,Wabash,Wabash County,Illinois,IL,11325.18103,578.403998,19.58005317,871.4368896,457.4610179,488.7505188,146.6087494,6.111980438,5.218649415,5.168262959,4.296247005,0.415119786,0.49544737
1575,1437,1383,17,83,Jersey,Jersey County,Illinois,IL,23582.48093,957.415147,24.63140572,871.3823853,407.5793477,441.4824219,103.6644287,6.13177824,5.048914294,4.818293095,4.024315834,0.370403817,0.408816495
1576,1750,1557,41,49,Morrow,Morrow County,Oregon,OR,11186.40188,5259.046542,2.127077939,871.3488159,327.9235953,389.5131531,94.62150574,5.995950222,5.03422099,4.918207645,3.826332092,0.530729631,0.588025784
1577,1331,1341,26,155,Shiawassee,Shiawassee County,Michigan,MI,70532.51306,1375.178357,51.28972013,870.2985229,438.9247417,456.325592,166.8106689,6.115999222,5.218808379,5.054527283,4.558517456,0.284747021,0.297085109
1578,1034,896,19,175,Union,Union County,Iowa,IA,12442.81448,1097.235807,11.34014621,870.0626221,553.2692495,651.8136597,226.1136017,5.983590603,5.297482215,5.255039215,4.445026398,0.443487161,0.555312928
1579,1419,1503,48,481,Wharton,Wharton County,Texas,TX,40867.12013,2813.11731,14.52734302,870.0622559,410.4289299,404.0079956,189.8740997,6.130072117,5.200797522,4.901566982,4.290738106,0.381865307,0.420693752
1580,974,1070,16,87,Washington,Washington County,Idaho,ID,10164.52838,3762.870369,2.701269876,869.7282104,576.856847,557.4893188,96.22315979,5.885001183,5.094464974,4.837628841,3.557321072,0.52434516,0.651513783
1581,1841,1859,29,219,Warren,Warren County,Missouri,MO,37216.21539,1110.087777,33.52547084,869.3569946,306.3440757,305.9711609,142.4493256,6.153480053,5.068552371,4.768278122,4.34994173,0.333359347,0.315508001
1582,1341,1374,25,11,Franklin,Franklin County,Massachusetts,MA,70889.45156,1810.916209,39.14562762,869.3209229,434.2132756,445.6906433,210.9022827,6.023909092,5.172159678,4.961619854,4.490228176,0.30224373,0.320765022
1583,1140,980,31,67,Gage,Gage County,Nebraska,NE,21831.51476,2205.275202,9.899678162,868.4946289,508.6057716,597.1608887,259.4141235,5.946184635,5.080250303,5.064694881,4.21424675,0.42754026,0.51167317
1584,1567,1735,13,275,Thomas,Thomas County,Georgia,GA,45296.17379,1410.566922,32.11203459,868.3815918,372.4120834,341.3276978,207.4429626,6.18689537,5.318139284,5.02200985,4.57852602,0.329082778,0.337955824
1585,1231,1213,39,169,Wayne,Wayne County,Ohio,OH,115920.4438,1436.939444,80.67176682,868.2289429,474.6567793,498.9111633,281.0936584,6.14311409,5.395856301,5.320482731,4.931777954,0.237542056,0.243760291
1586,1784,1705,24,29,Kent,Kent County,Maryland,MD,20214.23831,717.516438,28.17250901,867.9257813,319.7717002,349.199585,103.7846451,5.938628197,4.835870292,4.742509842,4.031925201,0.365103626,0.369424586
1587,1507,1582,47,3,Bedford,Bedford County,Tennessee,TN,48909.48693,1226.719779,39.87013804,866.5875854,388.2274177,381.946106,201.44841,6.063061714,5.14835524,4.88307476,4.500987053,0.31164036,0.320012933
1588,1428,1179,8,103,Rio Blanco,Rio Blanco County,Colorado,CO,6962.254821,8342.275014,0.834575078,865.8357544,408.412929,515.2866821,45.91362,5.923771858,5.014941942,4.848611832,3.039062023,0.588463922,0.685906383
1589,2057,2277,1,115,St. Clair,St. Clair County,Alabama,AL,93589.60293,1635.78681,57.21381439,864.6637573,259.267078,221.9036102,128.79216,6.188294411,5.092152894,4.827421665,4.512466431,0.266739661,0.204201082
1590,1273,1193,29,201,Scott,Scott County,Missouri,MO,36864.85623,1087.772859,33.89021515,863.8902588,459.2392399,509.9825134,143.9309692,6.341556072,5.528156536,5.447332382,4.402964115,0.328856537,0.3727813
1591,1142,1017,41,1,Baker,Baker County,Oregon,OR,15660.83656,7945.996793,1.970908996,863.1599121,507.7605214,576.4501343,171.6109772,5.907499313,5.135992707,4.95793581,3.998174429,0.51738694,0.618179649
1592,1274,1177,20,193,Thomas,Thomas County,Kansas,KS,8385.614442,2783.425127,3.01269625,862.875,458.886598,517.9230957,148.6579895,5.938604832,5.163064837,5.10301733,4.0987463,0.53495846,0.633676767
1593,1569,1539,23,23,Sagadahoc,Sagadahoc County,Maine,ME,35163.9533,657.782149,53.45835753,862.7372437,372.1655856,393.4356689,169.8114624,6.160768509,5.135318038,4.877114296,4.591117382,0.300594002,0.299040473
1594,1565,1579,47,183,Weakley,Weakley County,Tennessee,TN,34646.85689,1503.107848,23.05014703,862.706604,373.1473371,382.8326416,141.1092072,5.733340263,4.783920913,4.576539993,4.033403397,0.358929617,0.380613912
1595,1287,1255,53,41,Lewis,Lewis County,Washington,WA,78467.23544,6223.179711,12.60886542,862.4934082,453.7272605,485.6824341,201.1451569,5.948261738,5.140950219,4.890286446,4.337656498,0.367322329,0.410151239
1596,3035,3174,51,27,Buchanan,Buchanan County,Virginia,VA,22451.38716,1302.386904,17.23864629,862.371582,103.8220876,42.53034592,23.22379684,5.021128654,3.881439158,3.278776646,3.008358717,0.393079883,0.250353671
1597,1369,1583,1,31,Coffee,Coffee County,Alabama,AL,52980.50328,1758.565919,30.12710681,862.1088257,423.2158145,381.7998352,213.8662109,6.065788269,5.241310611,4.93378973,4.555957317,0.327542483,0.353635857
1598,1102,1172,40,137,Stephens,Stephens County,Oklahoma,OK,45513.03627,2253.798301,20.19392607,861.4537354,523.2433695,518.659729,236.4865417,6.13488102,5.353221228,5.169950008,4.618078709,0.357645391,0.421568382
1599,1539,1775,48,123,DeWitt,DeWitt County,Texas,TX,19699.14601,2354.237927,8.36752555,860.8414917,380.3018444,331.6861572,95.7348175,5.765517712,4.885896677,4.442128658,3.690500259,0.43893086,0.491579166
1600,1500,1396,36,115,Washington,Washington County,New York,NY,62220.91101,2152.713603,28.90347835,859.4592896,390.281636,437.6065369,97.17092133,6.009741306,4.975545507,4.723736286,3.908049107,0.322571403,0.339163717
1601,2692,2901,12,59,Holmes,Holmes County,Florida,FL,20490.32066,1240.232912,16.5213489,858.6940918,158.9139439,107.9525986,48.91999054,5.246684551,4.091497404,3.578344345,3.292140722,0.399507842,0.317800378
1602,1444,1650,21,173,Montgomery,Montgomery County,Kentucky,KY,28452.51563,511.132776,55.66560582,858.3186035,405.0316072,363.7310486,204.159256,6.241203308,5.417077954,4.983985424,4.649799824,0.303744321,0.318217184
1603,1346,1266,26,43,Dickinson,Dickinson County,Michigan,MI,25715.00193,1970.845139,13.04770295,858.098938,432.6956467,481.9700317,245.5688171,6.189673424,5.398501065,5.239806175,4.67128849,0.405786392,0.461550487
1604,2798,3149,21,119,Knott,Knott County,Kentucky,KY,15611.01183,910.427588,17.14690112,857.5704956,143.2605006,49.93510818,24.99541283,5.754876614,4.391510676,3.32159853,3.106880665,0.408336602,0.311545916
1605,2629,3213,21,189,Owsley,Owsley County,Kentucky,KY,4653.383347,511.288846,9.10128078,857.1494751,167.7720814,25.01330757,16.07331085,5.141832829,3.946263885,2.742379665,2.49084878,0.504200386,0.467247357
1606,1453,1538,21,89,Greenup,Greenup County,Kentucky,KY,37588.39188,892.153296,42.13221209,857.1471558,403.6329244,393.9179688,320.1263123,6.145510197,5.334681386,5.074659824,4.969178677,0.317814135,0.332619031
1607,2397,2905,22,43,Grant,Grant Parish,Louisiana,LA,23959.50047,1665.429793,14.38637676,856.7991333,202.0171504,107.229126,50.8237648,5.624606609,4.405524257,3.90963769,3.476581097,0.400401832,0.356178002
1608,1068,1162,30,27,Fergus,Fergus County,Montana,MT,11315.29923,11238.81102,1.00680572,856.1385498,541.2907699,522.6201172,218.9552307,5.469857216,4.783308534,4.166879654,3.505711555,0.557504649,0.674073917
1609,2780,3106,21,129,Lee,Lee County,Kentucky,KY,7830.893233,540.942126,14.47639749,856.1200562,146.5086681,63.70354462,29.61632347,5.410896301,4.18829723,3.407213211,3.095757008,0.450592172,0.36778169
1610,1831,1876,28,67,Jones,Jones County,Mississippi,MS,68740.90562,1799.554023,38.19885635,855.5477295,308.9437051,301.9915771,170.2505493,5.847096443,4.88999529,4.682625771,4.339383125,0.303105,0.278888788
1611,1321,1428,39,21,Champaign,Champaign County,Ohio,OH,40355.6339,1111.090195,36.32075423,855.4423828,441.8225421,427.8727112,144.675354,6.068279743,5.098374831,4.810489655,4.218939304,0.323009978,0.356264715
1612,2648,3087,37,75,Graham,Graham County,North Carolina,NC,9241.289777,756.189024,12.22087267,855.1203613,165.3127065,67.07426453,37.015728,5.521929741,4.389534766,3.47539711,3.168990612,0.451951797,0.392966054
1613,2026,2369,51,79,Greene,Greene County,Virginia,VA,19971.3293,403.865093,49.45049632,854.5227051,264.6229616,203.330246,92.00743866,6.163143158,5.113147854,4.776777267,4.23939991,0.32492626,0.279505303
1614,1502,1498,48,71,Chambers,Chambers County,Texas,TX,42223.7651,1546.618329,27.30070135,854.3443604,390.1280687,404.6550293,383.4277954,6.230962753,5.412564264,5.396774769,5.400796413,0.34385743,0.362149462
1615,1669,1936,13,177,Lee,Lee County,Georgia,GA,30781.45094,921.731012,33.3952645,854.2557983,347.9645596,289.6845093,146.1495514,6.311450958,5.469115468,4.98836565,4.516598225,0.340669539,0.343334239
1616,1601,1408,18,113,Noble,Noble County,Indiana,IN,47425.67576,1064.081178,44.56960309,853.9562988,364.7156464,433.5676575,137.947464,6.055071354,5.059036296,4.959427834,4.315005302,0.302639713,0.301593406
1617,1272,1302,48,165,Gaines,Gaines County,Texas,TX,18901.12831,3891.105258,4.857521721,853.781189,460.2503942,469.8729248,133.7865601,6.055045128,5.23751313,4.908974648,3.972937346,0.466423434,0.550568033
1618,1828,1793,40,83,Logan,Logan County,Oklahoma,OK,46769.49472,1926.542719,24.27638601,853.5567627,309.7077693,326.2912292,118.0025253,6.018363476,5.061517249,4.886966228,4.31244278,0.346172773,0.336633967
1619,1732,2056,37,87,Haywood,Haywood County,North Carolina,NC,60900.73667,1433.713829,42.47760985,853.5189209,332.5165865,265.9941711,150.0315094,6.247829437,5.383638317,4.944598675,4.658407688,0.298597442,0.283118602
1620,1326,1543,27,17,Carlton,Carlton County,Minnesota,MN,37455.70059,2230.766984,16.79050338,853.0202026,440.4022201,392.1130371,151.8583221,5.963089943,4.947841753,4.606804371,4.128770828,0.375873146,0.423713659
1621,1542,1372,21,41,Carroll,Carroll County,Kentucky,KY,11473.82807,332.995861,34.45636843,852.4462891,379.7132021,445.8449097,122.2993622,6.072677612,5.141524106,4.96389246,4.249416351,0.378461398,0.413166091
1622,1763,1872,39,73,Hocking,Hocking County,Ohio,OH,29578.48835,1091.235303,27.10550902,851.8443604,326.3414438,302.7234192,88.18547058,5.948366642,4.832309716,4.386263371,3.937312603,0.352785214,0.355708916
1623,1746,2024,51,31,Campbell,Campbell County,Virginia,VA,58148.58818,1303.300941,44.61639392,851.6501465,329.8074926,270.7616577,122.7678146,6.161156654,5.218862745,4.752416134,4.191901684,0.30022783,0.278893606
1624,1392,1427,17,203,Woodford,Woodford County,Illinois,IL,39535.80006,1366.82184,28.92534997,851.050415,417.6583446,428.5018311,145.0402985,6.15885067,5.303373663,5.197838783,4.407615662,0.337151876,0.369786056
1625,1800,1648,21,161,Mason,Mason County,Kentucky,KY,17993.02626,621.924408,28.93121098,850.7596436,317.4810036,364.0635376,125.3844299,6.071836948,4.96521507,4.642118454,4.184656143,0.369476534,0.372386845
1626,1880,2021,13,137,Habersham,Habersham County,Georgia,GA,46636.32533,716.98022,65.04548386,850.2472534,297.4917499,271.1569824,143.0447083,6.051852703,5.174605764,4.945130348,4.610091686,0.274963666,0.231222595
1627,1637,1501,20,149,Pottawatomie,Pottawatomie County,Kansas,KS,23161.60246,2177.507164,10.63675144,848.9002686,355.2497717,404.2397156,62.31506729,5.973524094,4.967511508,4.785755157,3.340866566,0.418334553,0.456483895
1628,2311,2666,28,93,Marshall,Marshall County,Mississippi,MS,38262.83855,1829.011187,20.91995873,848.6017456,214.5654229,151.2223816,70.41820526,5.903389931,4.680977132,3.979458809,3.59877491,0.360958319,0.309911668
1629,1706,1647,48,223,Hopkins,Hopkins County,Texas,TX,36590.28766,1987.629163,18.40901127,848.4725342,338.3518669,364.4056091,144.5261536,5.912475109,4.775827109,4.401349545,3.915180683,0.369701398,0.383326125
1630,1441,1521,48,477,Washington,Washington County,Texas,TX,35145.7943,1564.854987,22.45945764,847.3156738,405.6339383,399.9798279,198.0618286,6.037747383,5.065375412,4.677026749,4.265738487,0.358455392,0.39340905
1631,2103,2179,29,225,Webster,Webster County,Missouri,MO,38754.27908,1534.731546,25.25150355,847.2236938,249.6816795,240.9509277,79.53726959,5.819342136,4.613953298,4.250422478,3.762747526,0.347747561,0.312331861
1632,1347,1130,27,91,Martin,Martin County,Minnesota,MN,20289.38225,1844.928064,10.99738393,845.8491821,432.4525975,537.2251587,143.455368,5.995042801,4.987050125,4.930248737,3.987331867,0.422615212,0.488260613
1633,1689,1861,37,165,Scotland,Scotland County,North Carolina,NC,36055.74448,826.57008,43.62091654,845.6117554,341.4281329,305.499176,136.9332428,6.254231453,5.275853155,5.023313999,4.414819717,0.312815786,0.306314311
1634,1373,1335,16,11,Bingham,Bingham County,Idaho,ID,47231.86292,5422.897822,8.709709175,845.588623,421.2608426,458.1521912,212.2888641,6.087978363,5.152138577,4.987587452,4.425854683,0.402527678,0.451109545
1635,1858,1727,40,15,Caddo,Caddo County,Oklahoma,OK,28576.28427,3309.366436,8.634971323,845.1555176,301.8061694,343.4043274,79.60345459,5.689232349,4.591902109,4.409317493,3.458101273,0.420072386,0.438516789
1636,1322,1154,42,93,Montour,Montour County,Pennsylvania,PA,18005.68622,337.326257,53.37765989,845.0869141,441.5937627,526.494751,165.0959625,6.095741272,5.211835977,5.108093262,4.530324459,0.320737946,0.362992562
1637,2315,2316,51,33,Caroline,Caroline County,Virginia,VA,32132.45655,1366.502847,23.51437219,844.8508911,213.5218535,213.7163086,90.88453674,6.004373074,4.743168685,4.391078472,3.902191401,0.358105196,0.30555738
1638,1344,1336,36,9,Cattaraugus,Cattaraugus County,New York,NY,77372.12241,3388.424412,22.83424772,844.4866333,432.8063772,458.13974,124.5461044,5.923725605,4.983933676,4.68992424,3.987270594,0.33066803,0.361956866
1639,1923,1810,27,35,Crow Wing,Crow Wing County,Minnesota,MN,65814.60871,2585.751598,25.4527963,844.1063232,285.2056208,319.7705078,188.9495239,5.991641521,4.831328695,4.651089191,4.322499752,0.329173162,0.307515278
1640,1792,1880,28,113,Pike,Pike County,Mississippi,MS,40122.65374,1059.350505,37.87476718,844.0101929,318.9490371,301.321167,133.414978,5.918717861,5.002991085,4.700139999,4.336905479,0.317163444,0.305903863
1641,1948,2163,26,117,Montcalm,Montcalm County,Michigan,MI,63985.12192,1826.793467,35.02592005,843.2749023,279.2470878,244.5574951,94.63275146,5.796581268,4.737749701,4.414624691,3.984464884,0.309763392,0.27642089
1642,2035,2266,21,177,Muhlenberg,Muhlenberg County,Kentucky,KY,30893.69427,1210.451475,25.5224558,842.9353638,262.5893925,224.0840149,78.55076599,5.997350216,4.890730415,4.435798168,3.912320375,0.353937799,0.328372363
1643,1387,1513,13,17,Ben Hill,Ben Hill County,Georgia,GA,17474.63556,647.812569,26.97483253,842.8204346,418.5084157,401.5250244,200.2915344,6.129952908,5.356665555,5.192649364,4.676390171,0.371874514,0.42353437
1644,1388,1491,27,55,Houston,Houston County,Minnesota,MN,18520.79642,1429.78602,12.95354421,842.7865601,418.3167942,406.7470093,98.93741608,6.049962521,5.00945707,4.600928307,3.680121422,0.415947174,0.478284327
1645,1904,2068,8,119,Teller,Teller County,Colorado,CO,24598.94677,1442.732301,17.05025025,842.2185059,289.6353771,263.0683289,113.8034439,5.680452347,4.884457835,4.617459774,4.022965908,0.38798379,0.389379082
1646,1647,1799,29,113,Lincoln,Lincoln County,Missouri,MO,60603.47385,1622.809699,37.34478164,842.1994019,353.1586645,324.7115479,151.9850464,6.155322552,5.107881916,4.796403885,4.350893497,0.306664392,0.303943492
1647,1424,1324,39,39,Defiance,Defiance County,Ohio,OH,38155.07083,1065.649892,35.8045087,841.5087891,408.7356939,463.2952881,230.7393341,6.007641315,5.133175167,5.034805298,4.560147762,0.323398103,0.349286486
