hr_uid,region,area,province,province_abb,pop,pwpd,pwlogpd,popdens,gamma
471,Far North,308303.0022483687,Saskatchewan,SK,51038.78125,1585.822998046875,6.573388576507568,0.16554746751665814,0.5948414824036583
472,North,107132.39636312338,Saskatchewan,SK,205156.625,1579.022705078125,5.98446798324585,1.9149821339254396,0.4677902843828707
473,Central,89133.23318726348,Saskatchewan,SK,136520.28125,927.2342529296875,5.362241268157959,1.5316428717802621,0.4520571646877876
474,Saskatoon,11118.349458685383,Saskatchewan,SK,296736.84375,3676.97216796875,7.766705513000488,26.68892940023543,0.4074464256643366
475,Regina,8293.349830918602,Saskatchewan,SK,236059.984375,3393.80126953125,7.801779270172119,28.46376786071897,0.4053200526166432
476,South,116632.34303323156,Saskatchewan,SK,188973.8125,1314.458984375,5.94777250289917,1.6202522180846224,0.46391209323318133
4700,Entire Province,640612.6741215911,Saskatchewan,SK,1114486.625,2397.60986328125,6.788448810577393,1.739719911923668,0.44778583994970256
4750,Central East,50572.211704320485,Saskatchewan,SK,98960.03125,965.3683471679688,5.425032615661621,1.9568064736537052,0.45584473921932406
4751,Central West,38561.021482943004,Saskatchewan,SK,37560.2265625,826.76318359375,5.196810722351074,0.9740464624131989,0.5058144476219876
4752,Far North Central,54187.02730358665,Saskatchewan,SK,2277.244873046875,983.8273315429688,6.6062774658203125,0.04202564684511017,0.7358358389510748
4753,Far North East,126772.88230697125,Saskatchewan,SK,21537.5078125,1976.0345458984375,7.132632255554199,0.16989049566884898,0.6446061560159935
4754,Far North West,127343.09263781083,Saskatchewan,SK,27224.029296875,1327.4739990234375,6.128208637237549,0.21378489192425673,0.601203321956099
4755,North Central,27075.096477255105,Saskatchewan,SK,86123.3125,1856.893310546875,6.252995491027832,3.180905101200631,0.4907554220290801
4756,North East,47746.14230545862,Saskatchewan,SK,42631.35546875,1004.3944091796875,5.244436740875244,0.8928753907700755,0.5186270847342759
4757,North West,32311.15758040967,Saskatchewan,SK,76401.96875,1586.4306640625,6.094703197479248,2.3645692222528942,0.4947374788266
4760,South Central,33251.79941962112,Saskatchewan,SK,59190.58984375,1710.7774658203125,6.412170886993408,1.7800717818844713,0.5209203196946705
4761,South East,46304.20986282901,Saskatchewan,SK,92109.0703125,1083.9970703125,5.644221305847168,1.9892158960354298,0.46617839460174604
4762,South West,37076.33375078144,Saskatchewan,SK,37674.09765625,1255.2510986328125,5.96030330657959,1.016122519272984,0.5355393056793462
6001,Yukon,483831.19561826816,Yukon,YT,37893.2421875,1870.1175537109375,6.164690971374512,0.07831913801894846,0.6355232081955601
